product_id,name,type,date_utc,description,statement_descriptor,unit_label,url,tax_code,city_metadata,product_type_metadata,category_metadata,mum_tax_rate_percent_metadata,blr_price_metadata,blr_duration_unit_metadata,mum_price_metadata,mum_pre_tax_price_metadata,mum_number_of_events_metadata,blr_duration_metadata,blr_number_of_events_metadata,mum_type_metadata,blr_pre_tax_price_metadata,blr_valid_for_metadata,mum_duration_metadata,blr_type_metadata,mum_duration_unit_metadata,mum_valid_for_metadata,name_mum_metadata,blr_membership_id_metadata,mum_city_from_host_id_metadata,mum_host_id_metadata,blr_city_from_host_id_metadata,normalized_name_metadata,blr_host_id_metadata,name_blr_metadata,mum_membership_id_metadata,source_metadata,offering_id_metadata,partner_id_metadata
prod_TtKmLathZc0p0T,Studio 10 Single Class Pack,service,2026-01-31 06:56,"Introducing our Studio 10 Class Package – a unique offering tailored to provide our members with unparalleled flexibility. This exclusive package extends the validity to a generous 70 days, empowering members to complete their 10 classes at their own pace. With an emphasis on accommodating diverse schedules, this package is designed to meet the needs of those seeking a more flexible and personalized fitness journey. Embrace the freedom to enjoy your classes at a comfortable rhythm over an extended period, making fitness more accessible and convenient than ever before.

FREEZE POLICY : 
Clients are allowed 2 freezes within this package. Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57bengaluru.com in advance of the freeze start date.",,,,,,,,,12000,days,15000,15000,,70,,subscription,12000,70 days,70,subscription,days,70 days,,159880,Mumbai,13752,Bengaluru,studio 10 single class pack,33905,,98513,momence,,
prod_TtKmoYYCKSzqE8,Studio 20 Single Class Pack,service,2026-01-31 06:56,"Introducing our Studio 20 Class Package – a unique offering tailored to provide our members with unparalleled flexibility. This exclusive package extends the validity to a generous 105 days, empowering members to complete their 20 classes at their own pace. With an emphasis on accommodating diverse schedules, this package is designed to meet the needs of those seeking a more flexible and personalized fitness journey. Embrace the freedom to enjoy your classes at a comfortable rhythm over an extended period, making fitness more accessible and convenient than ever before.

FREEZE POLICY : 
Clients are allowed 3 freezes within this package. Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57bengaluru.com in advance of the freeze start date.",,,,,,,,,24000,days,30000,30000,,105,,subscription,24000,105 days,105,subscription,days,105 days,,159883,Mumbai,13752,Bengaluru,studio 20 single class pack,33905,,98510,momence,,
prod_TtKmeTVGmVWHWU,test,service,2026-01-31 06:56,,,,,,,,,,10000,days,,,,60,,,10000,60 days,,subscription,,,,393946,,,Bengaluru,test,33905,,,momence,,
prod_TtKmQ89hEpNQ4U,Hosted Class 2 Week Unlimited Membership,service,2026-01-31 06:56,,,,,,,,,,7200,days,,,,14,999,,7200,14 days,,package-events,,,,111543,,,Bengaluru,hosted class 2 week unlimited,33905,,,momence,,
prod_TtKmCHzFDfy9Ro,Studio 12 Class Package,service,2026-01-31 06:56,"Whether you're a fitness enthusiast or just starting out, Physique 57's 12 Class Package is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 1 freeze within this package. Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57india.com in advance of the freeze start date. 

Please note, this package cannot be shared between members.",,,,,,,,,12500,days,15050,15050,,45,,subscription,12500,45 days,45,subscription,days,45 days,,111538,Mumbai,13752,Bengaluru,studio 12 class package,33905,,97885,momence,,
prod_TtKj3aq4Q11yG9,Studio 8 Class Package,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's 8 Class Package is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 1 freeze within this package. Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57india.com in advance of the freeze start date. 

Please note, this package cannot be shared between members.",,,,,,,,,8300,months,10200,10200,,1,,subscription,8300,1 months,30,subscription,days,30 days,,111537,Mumbai,13752,Bengaluru,studio 8 class package,33905,,97883,momence,,
prod_TtKjW2TTtggXIs,Studio 6 Month Unlimited Membership,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's 6 Month Unlimited Membership is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 6 freezes within this package. Each Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57bengaluru.com in advance of the freeze start date.",,,,,,,,,78300,months,99750,99750,,6,,subscription,78300,6 months,6,subscription,months,6 months,,111536,Mumbai,13752,Bengaluru,studio 6 month unlimited,33905,,97972,momence,,
prod_TtKjAVPN5crxLD,Studio Annual Unlimited Membership,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's Annual Unlimited Membership is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. Plus, Annual Members have a variety of perks added to their membership: 

2 free private classes,
One on One trainer catch ups (once every quarter to discuss progress),
10% discount on all retail products,
3 guest passes,
Free workshop access & Priority booking for workshops.


LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 12 freezes within this package. Each Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57bengaluru.com in advance of the freeze start date.",,,,,,,,,148800,years,192500,192500,,1,,subscription,148800,1 years,12,subscription,months,12 months,,111535,Mumbai,13752,Bengaluru,studio annual unlimited,33905,,69067,momence,,
prod_TtKjB365h8xw7T,Studio 3 Month Unlimited Membership,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's 3 Month Unlimited Membership is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 3 freezes within this package. Each Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57india.com in advance of the freeze start date. 

Please note, this membership cannot be shared between members.",,,,,,,,,40200,months,50750,50750,,3,,subscription,40200,3 months,3,subscription,months,3 months,,111534,Mumbai,13752,Bengaluru,studio 3 month unlimited,33905,,69065,momence,,
prod_TtKjS5HrTvbrSN,Studio 1 Month Unlimited Membership,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's 1 Month Unlimited Membership is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
Clients are allowed 1 freeze within this package. Freeze Duration can range from 1-30 days. To request a freeze, clients must email info@physique57india.com in advance of the freeze start date. 

Please note, this membership cannot be shared between members.",,,,,,,,,13900,months,17750,17750,,1,,subscription,13900,1 months,1,subscription,months,1 months,,111533,Mumbai,13752,Bengaluru,studio 1 month unlimited,33905,,69064,momence,,
prod_TtKjUQPw3866Ic,Studio 2 Week Unlimited,service,2026-01-31 06:53,"Whether you're a fitness enthusiast or just starting out, Physique 57's 2 Week Unlimited Membership is the perfect way to achieve the results you've been dreaming of! With our expert instructors and supportive community, you'll have the guidance and accountability you need to stay motivated and committed to your fitness goals. 

LATE CANCELLATION: Canceling your class within 12 hours of your class start time results in loss of your credit. No shows are considered late cancelations and results in loss of your credit.

FREEZE POLICY : 
This package does not include any freezes. 

Please note, this membership cannot be shared between members.",,,,,,,,,7200,days,9916.5,9916.5,999,14,999,package-events,7200,14 days,14,package-events,days,14 days,,111532,Mumbai,13752,Bengaluru,studio 2 week unlimited,33905,,27849,momence,,
prod_TtKjgfq2T8uTHd,Studio Newcomers 2 Week Unlimited Membership,service,2026-01-31 06:53,,,,,,,,,,5750,days,7500,7500,999,14,999,package-events,5750,14 days,14,package-events,days,14 days,,111531,Mumbai,13752,Bengaluru,studio newcomers 2 week unlimited,33905,,27848,momence,,
